,AMIE,Nombre_Institucion,Codigo_Provincia,Provincia,Codigo_Canton,Canton,Codigo_Parroquia,Parroquia,Zona_Administrativa,Denominacion_Distrito,Codigo_Distrito,Codigo_Circuito_Educativo,Unidad_Administrativa_Circuital,Casos_excepcionales,Sostenimiento,Regimen_Escolar,Jurisdiccion,Tipo_de_Educacion,Modalidad,Jornada,Nivel,Etnia,Nacionalidad,Pueblo,Georeferencia,Institucion_responsable,Tipo_Acceso,Numero_de_estudiantes,Numero_de_docentes,Estado
75,07H00494,EL ORO,7,EL ORO,703,ATAHUALPA,70354,SAN JOSE,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,17,3,Activa
76,07H00495,CARLOS REYES ANDRADE,7,EL ORO,703,ATAHUALPA,70354,SAN JOSE,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,27,4,Activa
77,07H00496,ODALIA  ARÁUZ,7,EL ORO,703,ATAHUALPA,70355,SAN JUAN DE CERRO AZUL,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Blanca,No aplica,No Aplica,NO,1.0,Terrestre,20,3,Activa
78,07H00472,ANGEL TINOCO RUIZ,7,EL ORO,703,ATAHUALPA,70350,PACCHA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,271,27,Activa
79,07H00470,SOR AMALIA URIGUEN ESPINOZA,7,EL ORO,703,ATAHUALPA,70350,PACCHA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,18,3,Activa
80,07H01413,CENTRO CRISJAY,7,EL ORO,703,ATAHUALPA,70351,AYAPAMBA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Matutina y Vespertina,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,10,1,Activa
81,07H00483,6 DE ABRIL,7,EL ORO,703,ATAHUALPA,70351,AYAPAMBA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,108,7,Activa
82,07H00486,25 DE ABRIL,7,EL ORO,703,ATAHUALPA,70351,AYAPAMBA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,12,3,Activa
83,07H00487,REPUBLICA DE VENEZUELA,7,EL ORO,703,ATAHUALPA,70351,AYAPAMBA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,9,1,Activa
84,07H00492,GRAL. VICENTE ANDA AGUIRRE,7,EL ORO,703,ATAHUALPA,70353,MILAGRO,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,9,2,Activa
85,07H01419,BUZA,7,EL ORO,703,ATAHUALPA,70351,AYAPAMBA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina y Nocturna,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,,,Terrestre,9,1,Activa
86,07H01420,SAN JOSE,7,EL ORO,703,ATAHUALPA,70354,SAN JOSE,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Matutina y Vespertina,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,,,Terrestre,10,1,Activa
87,07H01421,MILAGRO,7,EL ORO,703,ATAHUALPA,70353,MILAGRO,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Matutina y Vespertina,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,,,Terrestre,12,1,Activa
88,07H01422,TARAPAL,7,EL ORO,703,ATAHUALPA,70351,AYAPAMBA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Matutina y Vespertina,Alfabetización P.P,Mestiza,No aplica,No Aplica,,,Terrestre,10,0,Activa
89,07H01433,APARTADERO,7,EL ORO,703,ATAHUALPA,70351,AYAPAMBA,Zona 7,ZARUMA – PORTOVELO – ATAHUALPA,07D03,07D03C01_02,,,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina y Nocturna,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,,,Terrestre,14,1,Activa
90,07H01311,PIO JARAMILLO ALVARADO,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,11,1,Activa
91,07H00498,SAN FRANCISCO DE ASIS,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina y Vespertina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,239,17,Activa
92,07H00499,CENTRO  ARTESANAL  NAPO PASTAZA,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Nocturna,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,98,7,Activa
93,07H00503,LUZ VICTORIA RIVERA DE MORA,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina y Vespertina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,616,27,Activa
94,07H00506,GENERAL  VICENTE ANDA AGUIRRE,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina y Nocturna,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,858,51,Activa
95,07H00508,PADRE JUAN DE VELASCO,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,16,1,Activa
96,07H00509,PROVINCIA NAPO PASTAZA,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,339,18,Activa
97,07H00510,JACINTO EUSEBIO ROMERO APOLO,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,12,1,Activa
98,07H00512,CIUDAD DE BALSAS,7,EL ORO,704,BALSAS,70451,BELLAMARIA,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,1,Activa
99,07H00513,VIRGILIO LOAYZA AÑAZCO,7,EL ORO,704,BALSAS,70450,BALSAS,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
100,07H00515,PROFESOR LEOVIGILDO LOAYZA LOAYZA,7,EL ORO,704,BALSAS,70451,BELLAMARIA,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,27,3,Activa
101,07H00516,RED EDUCATIVA DE BELLAMARIA,7,EL ORO,704,BALSAS,70451,BELLAMARIA,Zona 7,BALSAS – MARCABELÍ – PIÑAS,07D04,07D04C01,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,284,19,Activa
102,07H01457,DUMARÍ,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,1,Activa
103,07H01308,27 DE NOVIEMBRE,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,3,1,Activa
104,07H00522,DR  EDMUNDO CARBO,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,27,1,Activa
105,07H00527,DEFENSORES DEL CENEPA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
106,07H00532,VICTOR MANUEL NAGUA GUANUCHE,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
107,07H00536,21 DE JULIO,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
108,07H00549,ALFONSO OTILIO YUPANGUI NAGUA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,1,Activa
109,07H00556,25 DE JULIO,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,17,1,Activa
110,07H00524,NÉSTOR ALEJANDRO CAIMINAGUA PACHECO,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,1.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
111,07H00543,MANUEL HORTENCIO NAGUA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,,1.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
112,07H00544,LAURO DAVILA ECHEVERRIA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_a,SI,1.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,35,2,Activa
113,07H01454,SHIQUIL,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,15,0,Activa
114,07H01455,SHIGUIL,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscomisional,COSTA,Hispana,Popular Permanente,Presencial,Vespertina,Alfabetización P.P,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,20,1,Activa
115,07H00533,ANGEL BALDOMERO NAGUA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
116,07H00537,LEONARDO ARAUJO MENDOZA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,20,2,Activa
117,07H00538,CENTRO ARTESANAL  CHILLA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina y Nocturna,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,15,0,Activa
118,07H00539,JORGE ICAZA CORONEL,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,30,4,Activa
119,07H00545,26 DE SEPTIEMBRE,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,5,1,Activa
120,07H00548,BELISARIO FAJARDO,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,29,5,Activa
121,07H00554,JORGE CHILES CORREA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,3,Activa
122,07H00555,CIUDAD DE CHILLA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,2,1,Activa
123,07H00557,LA INMACULADA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,120,9,Activa
124,07H00558,MEDARDO ANGEL SILVA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,2,Activa
125,07H01341,8 DE SEPTIEMBRE,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Vespertina,Alfabetización P.P,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,20,1,Activa
126,07H00551,EMILIO  ROSALINO ASANZA ROMERO,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,1.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
127,07H00547,TERESA ARCAYA GERMAN,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,3,1,Activa
128,07H00553,ANGEL MARIA COJITAMBO MACAS,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,60,7,Activa
129,07H00550,CHILLA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C01_b,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,137,16,Activa
130,07H01472,VICENTE  MAYA,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,,,,Fiscal,COSTA,Hispana,Popular Permanente,A Distancia,Matutina,Educación Básica y Bachillerato,Mestiza,,,,,Terrestre,87,2,Activa
131,07H01485,SIN NOMBRE,7,EL ORO,705,CHILLA,70550,CHILLA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,,,,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,,,,,Terrestre,5,1,Activa
132,07H00642,ZORAIDA MORA DE FRANCO,7,EL ORO,706,EL GUABO,70652,LA IBERIA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,74,5,Activa
133,07H00643,CHARBEL JOSE FADUL SERRANO,7,EL ORO,706,EL GUABO,70652,LA IBERIA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,99,10,Activa
134,07H00645,SERVIO SERRANO CORREA,7,EL ORO,706,EL GUABO,70652,LA IBERIA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C02,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,130,7,Activa
135,07H00639,GUADALUPE FERNANDEZ DE CASTRO,7,EL ORO,706,EL GUABO,70652,LA IBERIA,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C02,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,395,16,Activa
136,07H01415,JERUSALEN,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Fiscal,COSTA,Hispana,Popular Permanente,Presencial,Nocturna,Educación Básica y Alfabetización P.P.,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,24,1,Activa
137,07H00581,5 DE ABRIL,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,61,5,Activa
138,07H00584,JOSE MARIA MORA GONZALEZ,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,438,20,Activa
139,07H00586,GENERAL MANUEL SERRANO RENDA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,835,26,Activa
140,07H00599,INSTITUTO  7 DE SEPTIEMBRE,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,43,12,Activa
141,07H00614,JORGE ALEX SERRANO AGUILAR,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Vespertina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,753,26,Activa
142,07H00616,REPUBLICA DE COSTA RICA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,25,1,Activa
143,07H00622,LA DOLOROSA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Particular,COSTA,Hispana,Popular Permanente,Presencial,Matutina,Educación Básica y Artesanal P.P,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,59,9,Activa
144,07H00566,VIRGEN MARIA AUXILIADORA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,26,5,Activa
145,07H00569,SEGUNDO COELLO FIGUEROA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,132,8,Activa
146,07H00574,DR JOSE MARIA VELASCO IBARRA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,SI,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,1456,56,Activa
147,07H00598,REPUBLICA DE FRANCIA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,118,7,Activa
148,07H00608,LATINOAMERICANO,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C03,,0.0,Particular,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,SI,3.0,Terrestre,82,9,Activa
149,07H00585,VICTORIA CAÑARTE DE ORELLANA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C04,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,66,7,Activa
150,07H00594,JOSE LUIS MOLESTINA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C04,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,44,5,Activa
151,07H00596,OSCAR EFREN REYES,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C04,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina y Vespertina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,567,20,Activa
152,07H00603,SAN ANTONIO DE PADUA,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C04,,0.0,Fiscal,COSTA,Hispana,Educación Especial,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,49,7,Activa
153,07H00604,BOLIVIA  SERRANO MURILLO,7,EL ORO,706,EL GUABO,70650,EL GUABO,Zona 7,PASAJE – CHILLA – EL GUABO,07D01,07D01C04,,0.0,Fiscal,COSTA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,686,26,Activa
